iid;title;year;Animation;Adventure;Children;Comedy;Fantasy;Romance;Drama;Action;Crime;Thriller;Horror;Mystery;Sci-Fi;War;Musical;Documentary;IMAX;Western;Film-Noir;(no genres listed);directors;actors;writers
1000;Sydney;1990;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1001;Home Alone 2: Lost in New York;1990;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1002;Fight Club;1990;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1003;Straight Story;1990;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1004;Time Bandits;1980;False;True;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1005;Crimes and Misdemeanors;1980;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1006;RoboCop;1980;False;False;False;False;False;False;True;True;True;True;False;False;True;False;False;False;False;False;False;False;;;
1007;RoboCop 2;1990;False;False;False;False;False;False;False;True;True;True;False;False;True;False;False;False;False;False;False;False;;;
1008;Who Framed Roger Rabbit?;1980;True;True;True;True;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;;;
1009;For Your Eyes Only;1980;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1010;Licence to Kill;1980;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1011;Live and Let Die;1970;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1012;Thunderball;1960;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1013;House on Haunted Hill;1990;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
1014;Being John Malkovich;1990;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1015;Princess Mononoke;1990;True;True;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1016;Bachelor;1990;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1017;Bone Collector;1990;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1018;Insider;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1019;Creepshow;1980;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1020;Falling Down;1990;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1021;Yojimbo;1960;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1022;Spaceballs;1980;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1023;Robin Hood;1970;True;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1024;Mister Roberts;1950;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1025;Little Big Man;1970;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
1026;Trading Places;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1027;Dead Again;1990;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
1028;Dogma;1990;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1029;Messenger: The Story of Joan of Arc;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1030;Commitments;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1031;Longest Day;1960;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
1032;Adventures of Buckaroo Banzai Across the 8th Dimension;1980;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1033;Moonstruck;1980;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1034;Sleepy Hollow;1990;False;False;False;False;True;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;;
1035;World Is Not Enough;1990;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1036;All About My Mother;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1037;Scrooged;1980;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1038;Harvey;1950;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1039;Bicycle Thieves;1950;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1040;Natural;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1041;River Runs Through It;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1042;Fatal Attraction;1980;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1043;Midnight Run;1980;False;False;False;True;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1044;Awakenings;1990;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
1045;Backdraft;1990;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1046;Fisher King;1990;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1047;End of Days;1990;False;False;False;False;True;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;;;
1048;Toy Story 2;1990;True;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1049;Deuce Bigalow: Male Gigolo;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1050;Green Mile;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1051;Cider House Rules;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1052;Bicentennial Man;1990;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1053;Stuart Little;1990;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1054;Fantasia 2000;1990;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;;;
1055;Magnolia;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1056;Easy Rider;1960;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1057;Any Given Sunday;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1058;Man on the Moon;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1059;Galaxy Quest;1990;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1060;Talented Mr. Ripley;1990;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
1061;Hurricane;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1062;Girl, Interrupted;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1063;My Dog Skip;1990;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1064;Papillon;1970;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1065;Dead Calm;1980;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1066;Fast Times at Ridgemont High;1980;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1067;Batman: Mask of the Phantasm;1990;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1068;Pacific Heights;1990;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
1069;Encino Man;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1070;Goodbye Girl;1970;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1071;Malcolm X;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1072;Sister Act;1990;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1073;Sister Act 2: Back in the Habit;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1074;Scent of a Woman;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1075;Wayne's World;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1076;Wayne's World 2;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1077;League of Their Own;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1078;Patriot Games;1990;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1079;Bodyguard;1990;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1080;Death Becomes Her;1990;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1081;Far and Away;1990;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1082;Howards End;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1083;Singles;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1084;Twin Peaks: Fire Walk with Me;1990;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;;;
1085;White Men Can't Jump;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1086;Buffy the Vampire Slayer;1990;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;;;
1087;Mariachi, El;1990;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;True;False;False;;;
1088;Stop! Or My Mom Will Shoot;1990;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1089;Forever Young;1990;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1090;Cutting Edge;1990;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1091;Of Mice and Men;1990;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1092;Scream 3;2000;False;False;False;True;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
1093;Single White Female;1990;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1094;Boondock Saints;2000;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1095;Beach;2000;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1096;Boiler Room;2000;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1097;Pitch Black;2000;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;;;
1098;Whole Nine Yards;2000;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1099;City Lights;1950;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1100;Reindeer Games;2000;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1101;Wonder Boys;2000;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1102;Ghost Dog: The Way of the Samurai;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1103;Mission to Mars;2000;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1104;Ninth Gate;1990;False;False;False;False;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;;;
1105;Breaking Away;1970;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1106;Hoosiers;1980;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1107;Bull Durham;1980;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1108;Dog Day Afternoon;1970;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1109;American Graffiti;1970;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1110;JFK;1990;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;;;
1111;Harry and the Hendersons;1980;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1112;Muppet Movie;1970;False;True;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1113;Great Muppet Caper;1980;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1114;Muppets Take Manhattan;1980;False;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1115;Erin Brockovich;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1116;Final Destination;2000;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1117;Thelma & Louise;1990;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1118;Animal House;1970;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1119;Do the Right Thing;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1120;Creature Comforts;1980;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1121;Double Indemnity;1950;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;;;
1122;Teenage Mutant Ninja Turtles;1990;False;False;True;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1123;Teenage Mutant Ninja Turtles II: The Secret of the Ooze;1990;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1124;Teenage Mutant Ninja Turtles III;1990;False;True;True;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1125;Red Dawn;1980;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
1126;Good Morning, Vietnam;1980;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;;;
1127;Grumpy Old Men;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1128;Guess Who's Coming to Dinner;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1129;Romeo Must Die;2000;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1130;Lord of the Flies;1960;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1131;Modern Times;1950;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1132;Hustler;1960;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1133;Close Encounters of the Third Kind;1970;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1134;Jacob's Ladder;1990;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;;;
1135;Empire Records;1990;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1136;Ladyhawke;1980;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1137;High Fidelity;2000;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1138;Road to El Dorado;2000;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1139;Hook;1990;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1140;Misery;1990;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
1141;Solaris;1970;False;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;;;
1142;Network;1970;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1143;Odd Couple;1960;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1144;Outlaw Josey Wales;1970;False;True;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;;;
1145;Frequency;2000;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1146;Parenthood;1980;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1147;Predator;1980;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1148;28 Days;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1149;American Psycho;2000;False;False;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;;;
1150;Keeping the Faith;2000;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1151;Diner;1980;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1152;Marathon Man;1970;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1153;Caddyshack;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1154;U-571;2000;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;;;
1155;Virgin Suicides;1990;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1156;Flintstones in Viva Rock Vegas;2000;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1157;Gladiator;2000;False;True;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1158;Mr. Mom;1980;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1159;Battlefield Earth;2000;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1160;Pee-wee's Big Adventure;1980;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1161;Dinosaur;2000;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1162;Road Trip;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1163;Small Time Crooks;2000;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1164;Mission: Impossible II;2000;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1165;Shanghai Noon;2000;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;;;
1166;On Her Majesty's Secret Service;1960;False;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1167;Spy Who Loved Me;1970;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1168;Moonraker;1970;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1169;Man with the Golden Gun;1970;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1170;Big Momma's House;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1171;Guns of Navarone;1960;False;True;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
1172;Romeo and Juliet;1960;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1173;Blazing Saddles;1970;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;;;
1174;For a Few Dollars More;1960;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;;;
1175;Blood Simple;1980;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;;;
1176;Flatliners;1990;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;;;
1177;Porky's;1980;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1178;Predator 2;1990;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1179;Running Man;1980;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1180;Starman;1980;False;True;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1181;Alien Nation;1980;False;False;False;False;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;;;
1182;Mad Max;1970;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1183;Road Warrior;1980;False;True;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1184;Mad Max Beyond Thunderdome;1980;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1185;Gone in 60 Seconds;2000;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1186;Conversation;1970;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;;;
1187;Serpico;1970;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1188;Big Trouble in Little China;1980;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1189;Badlands;1970;False;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1190;Shaft;2000;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1191;Titan A.E.;2000;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1192;Chicken Run;2000;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1193;Me, Myself & Irene;2000;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1194;Patriot;2000;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
1195;Perfect Storm;2000;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;;;
1196;F/X;1980;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;;;
1197;Croupier;1990;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;;;
1198;Kid;2000;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1199;Scary Movie;2000;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1200;Footloose;1980;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1201;X-Men;2000;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1202;What Lies Beneath;2000;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;;;
1203;What About Bob?;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1204;Everything You Always Wanted to Know About Sex * But Were Afraid to Ask;1970;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1205;Nutty Professor II: The Klumps;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1206;Autumn in New York;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1207;Coyote Ugly;2000;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1208;Hollow Man;2000;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;;;
1209;Space Cowboys;2000;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;;;
1210;Saving Grace;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1211;Kelly's Heroes;1970;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;;;
1212;Tao of Steve;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1213;Replacements;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1214;Cell;2000;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;;;
1215;Naked Gun: From the Files of Police Squad!;1980;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;;;
1216;Naked Gun 2 1/2: The Smell of Fear;1990;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1217;Bring It On;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1218;Nurse Betty;2000;False;False;False;True;False;True;True;False;True;True;False;False;False;False;False;False;False;False;False;False;;;
1219;Almost Famous;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1220;Dancer in the Dark;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;;;
1221;Best in Show;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1222;Remember the Titans;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1223;Hellraiser;1980;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;;;
1224;Meet the Parents;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1225;Requiem for a Dream;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1226;Billy Elliot;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1227;Bedazzled;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1228;Pay It Forward;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1229;Legend of Drunken Master;1990;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1230;Charlie's Angels;2000;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1231;Legend of Bagger Vance;2000;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1232;Little Nicky;2000;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1233;Men of Honor;2000;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1234;Red Planet;2000;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1235;Diamonds Are Forever;1970;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;;;
1236;6th Day;2000;False;False;False;False;False;False;False;True;False;True;False;False;True;False;False;False;False;False;False;False;;;
1237;How the Grinch Stole Christmas;2000;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;;;
1238;Unbreakable;2000;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;;;
1239;Crouching Tiger, Hidden Dragon;2000;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
1240;Dungeons & Dragons;2000;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;;;
